song_id,song,artist,total_appearances,reentry_count,avg_gap_days,max_gap_days,avg_popularity,peak_popularity,best_position,album_type,is_explicit,duration_min,total_tracks,avg_momentum,peak_momentum,total_momentum,reentry_score,spike_score,recovery_score,fandom_intensity_score
Slow Dancing (FRNK Remix) || V,Slow Dancing (FRNK Remix),V,2,0,0.0,0,0.0,0,44,single,False,2.83,2,0.0,0.0,0.0,0.0,0.0,0.18,0.04
Slow Dancing (Piano Ver.) || V,Slow Dancing (Piano Ver.),V,60,1,54.0,54,85.53,87,13,single,False,3.13,6,0.39661016949152544,3.2,23.400000000000002,14.29,6.08,10.67,10.51
Slow Dancing || V,Slow Dancing,V,235,0,0.0,0,90.42,96,4,single,False,3.12,6,0.347008547008547,3.2,81.2,0.0,6.08,42.31,12.71
Small girl (feat. D.O.) || Lee Young Ji,Small girl (feat. D.O.),Lee Young Ji,93,0,0.0,0,73.28,77,4,single,False,3.16,6,0.8652173913043477,28.2,79.6,0.0,53.61,16.64,22.92
Smart || LE SSERAFIM,Smart,LE SSERAFIM,118,0,0.0,0,77.31,87,9,single,False,2.77,5,0.8256410256410256,28.2,96.6,0.0,53.61,21.16,24.05
Smeraldo Garden Marching Band (feat. Loco) || Jimin,Smeraldo Garden Marching Band (feat. Loco),Jimin,129,0,0.0,0,75.64,80,3,album,False,3.05,7,0.1359375,2.4,17.4,0.0,4.56,23.15,7.38
Smeraldo Garden Marching Band (feat. Loco) || Jimin & Loco,Smeraldo Garden Marching Band (feat. Loco),Jimin & Loco,20,0,0.0,0,89.5,93,2,single,False,3.05,1,0.47368421052631576,2.4,9.0,0.0,4.56,3.44,2.46
"Smoke (Prod. Dynamicduo, Padi) || Various Artists","Smoke (Prod. Dynamicduo, Padi)",Various Artists,46,0,0.0,0,71.09,78,18,single,False,3.49,4,0.8488888888888889,8.0,38.2,0.0,15.21,8.14,7.36
Smoothie || NCT DREAM,Smoothie,NCT DREAM,11,0,0.0,0,67.27,71,22,single,False,3.13,6,1.7600000000000002,6.2,17.6,0.0,11.79,1.81,4.58
Snooze (Acoustic) (feat. Justin Bieber) || SZA & Justin Bieber,Snooze (Acoustic) (feat. Justin Bieber),SZA & Justin Bieber,1,0,0.0,0,0.0,0,43,single,True,3.17,1,,,0.0,0.0,,0.0,
Snow Flower (feat. Peakboy) || V,Snow Flower (feat. Peakboy),V,12,0,0.0,0,67.75,77,25,single,False,3.82,1,4.2,39.6,46.2,0.0,75.29,1.99,26.85
Snowman || Sia,Snowman,Sia,10,0,0.0,0,94.0,94,14,album,False,2.76,13,1.6888888888888889,6.4,15.2,0.0,12.17,1.63,4.67
"So Long, London || Taylor Swift","So Long, London",Taylor Swift,2,0,0.0,0,81.5,82,44,album,False,4.38,16,0.6,0.6,0.6,0.0,1.14,0.18,0.44
Somebody || D.O.,Somebody,D.O.,3,0,0.0,0,76.0,76,47,single,False,2.65,7,0.6,1.2,1.2,0.0,2.28,0.36,0.89
Somebody || Jung Kook,Somebody,Jung Kook,63,2,22.0,35,82.48,87,11,album,False,2.81,11,1.3193548387096774,46.0,81.8,28.57,87.45,11.21,44.84
Soñar (Breaker) || NMIXX,Soñar (Breaker),NMIXX,1,0,0.0,0,58.0,58,46,album,False,2.88,7,,,0.0,0.0,,0.0,
Spark - WINTER Solo || aespa,Spark - WINTER Solo,aespa,1,0,0.0,0,64.0,64,44,single,False,3.34,4,,,0.0,0.0,,0.0,
Spicy || aespa,Spicy,aespa,120,0,0.0,0,83.17,85,3,single,False,3.28,6,0.2218487394957983,2.8,26.4,0.0,5.32,21.52,7.24
Spicy || aespa & Nitepunk,Spicy,aespa & Nitepunk,1,0,0.0,0,0.0,0,44,single,False,3.28,2,,,0.0,0.0,,0.0,
Spring Snow || 10CM,Spring Snow,10CM,22,0,0.0,0,74.32,77,30,single,False,3.36,2,1.5142857142857142,7.8,31.8,0.0,14.83,3.8,6.14
"St. Chroma (feat. Daniel Caesar) || Tyler, The Creator",St. Chroma (feat. Daniel Caesar),"Tyler, The Creator",2,0,0.0,0,81.0,83,30,album,True,3.28,14,4.4,4.4,4.4,0.0,8.37,0.18,2.97
Standing Next to You (USHER Remix) || Jung Kook & USHER,Standing Next to You (USHER Remix),Jung Kook & USHER,15,0,0.0,0,82.87,83,21,single,False,3.58,1,1.0999999999999999,10.0,15.399999999999999,0.0,19.01,2.53,7.29
Standing Next to You (Usher Remix) || Jung Kook & USHER,Standing Next to You (Usher Remix),Jung Kook & USHER,57,0,0.0,0,79.18,83,15,single,False,3.58,1,1.1678571428571427,40.8,65.39999999999999,0.0,77.57,10.13,29.68
Standing Next to You - Sped Up - Remix || Beat Record,Standing Next to You - Sped Up - Remix,Beat Record,1,0,0.0,0,0.0,0,8,album,True,3.52,10,,,0.0,0.0,,0.0,
Standing Next to You || Jung Kook,Standing Next to You,Jung Kook,384,0,0.0,0,91.59,98,3,album,False,3.43,11,0.2710182767624021,50.2,103.8,0.0,95.44,69.26,50.72
Stay Alive (Prod. SUGA of BTS) || Jung Kook,Stay Alive (Prod. SUGA of BTS),Jung Kook,13,1,25.0,25,82.31,83,34,single,False,3.52,1,0.7166666666666667,4.0,8.6,14.29,7.6,2.17,8.92
Stay With Me (Feat. Skinny Brown) || ASH ISLAND,Stay With Me (Feat. Skinny Brown),ASH ISLAND,3,0,0.0,0,49.0,52,26,single,False,2.87,1,3.9,6.6,7.8,0.0,12.55,0.36,4.48
Steady || NCT WISH,Steady,NCT WISH,5,0,0.0,0,53.6,59,25,album,False,2.99,7,3.3499999999999996,9.2,13.399999999999999,0.0,17.49,0.72,6.3
"Steal The Show - From ""Elemental"" || Lauv","Steal The Show - From ""Elemental""",Lauv,105,0,0.0,0,76.62,79,8,single,False,3.2,1,0.5346153846153846,6.0,55.6,0.0,11.41,18.81,8.7
Sticky || KISS OF LIFE,Sticky,KISS OF LIFE,109,0,0.0,0,79.6,82,6,single,False,2.62,2,0.4314814814814815,9.2,46.6,0.0,17.49,19.53,11.0
Still With You || Jung Kook,Still With You,Jung Kook,109,0,0.0,0,86.29,91,8,single,False,4.0,1,0.5074074074074074,8.8,54.800000000000004,0.0,16.73,19.53,10.74
Stinky Kiss (Intro) || Beenzino,Stinky Kiss (Intro),Beenzino,2,0,0.0,0,43.5,46,31,album,True,2.79,18,3.0,3.0,3.0,0.0,5.7,0.18,2.04
Sudden Shower || ECLIPSE,Sudden Shower,ECLIPSE,77,0,0.0,0,77.01,79,26,single,False,3.88,8,0.4947368421052632,3.2,37.6,0.0,6.08,13.74,5.56
Sugarcoat (NATTY Solo) || KISS OF LIFE,Sugarcoat (NATTY Solo),KISS OF LIFE,17,0,0.0,0,73.65,74,26,single,False,3.0,6,0.8624999999999999,2.4,13.799999999999999,0.0,4.56,2.89,2.32
Summer (Feat. BE’O) || Paul Blanco,Summer (Feat. BE’O),Paul Blanco,23,0,0.0,0,66.91,68,44,single,True,3.33,1,0.4,2.4,8.8,0.0,4.56,3.98,2.59
Sunflower - Spider-Man: Into the Spider-Verse || Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,23,1,64.0,64,88.09,89,31,album,False,2.63,17,0.5636363636363636,2.8,12.4,14.29,5.32,3.98,8.57
Super Bowl || Stray Kids,Super Bowl,Stray Kids,1,0,0.0,0,69.0,69,50,album,False,3.05,12,,,0.0,0.0,,0.0,
Super Lady || (G)I-DLE,Super Lady,(G)I-DLE,14,0,0.0,0,78.07,82,32,album,False,2.54,8,0.7538461538461539,2.2,9.8,0.0,4.18,2.35,2.05
Super Shy || NewJeans,Super Shy,NewJeans,409,1,25.0,25,87.42,95,1,single,False,2.58,2,0.45245098039215687,49.4,184.6,14.29,93.92,73.78,57.03
Super Tuna || Jin,Super Tuna,Jin,8,0,0.0,0,83.62,84,24,single,False,1.91,1,0.37142857142857144,2.0,2.6,0.0,3.8,1.27,1.65
Super || SEVENTEEN,Super,SEVENTEEN,79,0,0.0,0,87.54,88,13,single,False,3.34,6,0.23076923076923078,2.4,18.0,0.0,4.56,14.1,5.12
Supernatural (Instrumental) || NewJeans,Supernatural (Instrumental),NewJeans,6,0,0.0,0,45.5,59,17,single,False,3.18,4,7.08,30.0,35.4,0.0,57.03,0.9,20.19
Supernatural || NewJeans,Supernatural,NewJeans,157,0,0.0,0,79.71,83,1,single,False,3.18,4,0.47051282051282045,37.8,73.39999999999999,0.0,71.86,28.21,32.2
Supernova - Japanese Version || KANGDANIEL,Supernova - Japanese Version,KANGDANIEL,10,0,0.0,0,58.6,61,38,single,False,3.47,1,1.1777777777777778,3.6,10.6,0.0,6.84,1.63,2.8
Supernova || aespa,Supernova,aespa,194,0,0.0,0,71.55,81,1,single,False,2.98,1,1.0652849740932642,44.6,205.6,0.0,84.79,34.9,38.4
Supernova || aespa & Grimes & Flava D,Supernova,aespa & Grimes & Flava D,1,0,0.0,0,0.0,0,17,single,False,2.98,6,,,0.0,0.0,,0.0,
Supersonic || fromis_9,Supersonic,fromis_9,105,0,0.0,0,71.06,73,10,single,False,2.9,3,0.38653846153846155,5.4,40.2,0.0,10.27,18.81,8.3
Swan Song || LE SSERAFIM,Swan Song,LE SSERAFIM,24,0,0.0,0,77.38,80,15,single,False,2.62,5,0.5304347826086957,4.2,12.200000000000001,0.0,7.98,4.16,3.83
Sweet Night || V,Sweet Night,V,23,0,0.0,0,79.91,81,31,single,False,3.57,2,0.6,2.8,13.2,0.0,5.32,3.98,2.86
Sweet Venom || ENHYPEN,Sweet Venom,ENHYPEN,1,0,0.0,0,0.0,0,50,album,False,2.48,7,,,0.0,0.0,,0.0,
T.B.H || QWER,T.B.H,QWER,155,2,16.0,22,61.31,65,10,single,False,2.93,7,0.4103896103896104,5.2,63.2,28.57,9.89,27.85,21.85
TALKING || Kanye West & Ty Dolla $ign,TALKING,Kanye West & Ty Dolla $ign,1,0,0.0,0,78.0,78,26,album,True,3.09,16,,,0.0,0.0,,0.0,
THANK GOD || Travis Scott,THANK GOD,Travis Scott,2,0,0.0,0,42.0,84,21,album,True,3.08,19,50.4,50.4,50.4,0.0,95.82,0.18,33.58
TIME MOVING SLOW || ¥$ & Kanye West & Ty Dolla $ign,TIME MOVING SLOW,¥$ & Kanye West & Ty Dolla $ign,1,0,0.0,0,0.0,0,44,album,True,2.66,16,,,0.0,0.0,,0.0,
TOO MUCH || The Kid LAROI,TOO MUCH,The Kid LAROI,1,0,0.0,0,35.0,35,49,album,True,3.4,20,,,0.0,0.0,,0.0,
TOO MUCH || The Kid LAROI & Jung Kook & Central Cee,TOO MUCH,The Kid LAROI & Jung Kook & Central Cee,21,0,0.0,0,86.81,92,3,single,True,3.4,1,1.13,17.4,22.599999999999998,0.0,33.08,3.62,12.48
TOPLINE (Feat. Tiger JK) || Stray Kids,TOPLINE (Feat. Tiger JK),Stray Kids,1,0,0.0,0,71.0,71,49,album,False,3.39,12,,,0.0,0.0,,0.0,
Take Two || BTS,Take Two,BTS,155,0,0.0,0,89.32,96,5,single,False,3.83,1,0.43246753246753245,8.4,66.6,0.0,15.97,27.85,12.55
Talk Saxy || RIIZE,Talk Saxy,RIIZE,22,2,30.0,34,63.77,70,26,single,False,3.18,1,2.5714285714285716,33.8,54.0,28.57,64.26,3.8,34.87
Taste || Sabrina Carpenter,Taste,Sabrina Carpenter,25,0,0.0,0,93.0,96,29,album,False,2.62,12,0.8583333333333334,8.8,20.6,0.0,16.73,4.34,6.94
Teddy Bear || STAYC,Teddy Bear,STAYC,13,0,0.0,0,73.92,74,42,single,False,3.16,2,0.5333333333333333,2.0,6.4,0.0,3.8,2.17,1.87
That's What I Like || Bruno Mars,That's What I Like,Bruno Mars,5,1,508.0,508,87.0,87,38,album,False,3.44,9,1.2,4.8,4.8,14.29,9.13,0.72,9.09
The Astronaut || JIN,The Astronaut,JIN,1,0,0.0,0,79.0,79,50,single,False,4.71,1,,,0.0,0.0,,0.0,
The Astronaut || Jin,The Astronaut,Jin,6,0,0.0,0,82.5,83,27,single,False,4.71,1,0.52,2.0,2.6,0.0,3.8,0.9,1.56
The Breakup Anthem || Ebstar,The Breakup Anthem,Ebstar,1,0,0.0,0,1.0,1,45,album,False,3.11,40,,,0.0,0.0,,0.0,
The First Snow || EXO,The First Snow,EXO,15,0,0.0,0,71.33,73,19,single,False,3.46,6,1.457142857142857,7.8,20.4,0.0,14.83,2.53,5.82
The Planet || BTS,The Planet,BTS,41,2,10.0,12,87.51,89,18,single,False,2.97,1,0.40499999999999997,6.4,16.2,28.57,12.17,7.23,17.5
The Tortured Poets Department || Taylor Swift,The Tortured Poets Department,Taylor Swift,3,0,0.0,0,83.0,84,29,album,True,4.88,16,0.6,0.6,1.2,0.0,1.14,0.36,0.49
The Unknown Sea || TAEMIN,The Unknown Sea,TAEMIN,1,0,0.0,0,51.0,51,45,single,False,3.28,7,,,0.0,0.0,,0.0,
Thirsty || aespa,Thirsty,aespa,47,0,0.0,0,76.85,77,17,single,False,3.22,6,0.32173913043478264,2.2,14.8,0.0,4.18,8.32,3.54
Tick-Tack || ILLIT,Tick-Tack,ILLIT,2,0,0.0,0,73.5,74,49,single,False,2.16,5,0.6,0.6,0.6,0.0,1.14,0.18,0.44
Time of Our Life -Japanese ver.- - Japanese ver. || DAY6,Time of Our Life -Japanese ver.- - Japanese ver.,DAY6,102,4,35.5,72,55.38,57,25,single,False,3.43,4,0.7465346534653466,5.4,75.4,57.14,10.27,18.26,31.02
Timeless (with Playboi Carti) || The Weeknd & Playboi Carti,Timeless (with Playboi Carti),The Weeknd & Playboi Carti,12,0,0.0,0,86.92,90,4,single,True,4.27,1,0.6727272727272727,2.4,7.3999999999999995,0.0,4.56,1.99,2.09
To. X || TAEYEON,To. X,TAEYEON,156,0,0.0,0,74.78,77,12,single,False,2.84,6,0.7470967741935484,45.4,115.8,0.0,86.31,28.03,37.22
Too Sad to Dance || Jung Kook,Too Sad to Dance,Jung Kook,44,2,42.0,68,81.91,86,10,album,False,2.93,11,1.5813953488372092,45.4,68.0,28.57,86.31,7.78,43.58
Touch || KATSEYE,Touch,KATSEYE,78,0,0.0,0,83.56,86,16,single,False,2.16,1,1.2207792207792207,22.2,94.0,0.0,42.21,13.92,18.25
Travel Again (Feat. Cautious Clay) || Beenzino,Travel Again (Feat. Cautious Clay),Beenzino,10,0,0.0,0,51.7,56,12,album,True,4.28,18,0.9333333333333333,3.6,8.4,0.0,6.84,1.63,2.8
Trippy (Feat. Lance Skiiiwalker) || Beenzino,Trippy (Feat. Lance Skiiiwalker),Beenzino,2,0,0.0,0,41.0,44,39,album,True,4.62,18,3.6,3.6,3.6,0.0,6.84,0.18,2.44
Trust in me || Lim Young Woong,Trust in me,Lim Young Woong,25,0,0.0,0,57.8,59,42,single,False,4.05,2,0.39999999999999997,2.8,9.6,0.0,5.32,4.34,2.95
Type Shit || Future & Metro Boomin,Type Shit,Future & Metro Boomin,1,0,0.0,0,0.0,0,48,album,True,3.8,17,,,0.0,0.0,,0.0,
UNFORGIVEN (feat. Nile Rodgers) || LE SSERAFIM,UNFORGIVEN (feat. Nile Rodgers),LE SSERAFIM,103,0,0.0,0,87.78,89,2,album,False,3.04,13,0.17254901960784316,2.0,17.6,0.0,3.8,18.44,5.94
UNLOVE (prod. HONNE) || Zion.T,UNLOVE (prod. HONNE),Zion.T,1,0,0.0,0,48.0,48,45,album,False,3.0,10,,,0.0,0.0,,0.0,
UP - KARINA Solo || aespa,UP - KARINA Solo,aespa,48,0,0.0,0,79.75,82,4,single,False,2.78,4,0.33191489361702126,4.8,15.6,0.0,9.13,8.5,5.32
Underneath the Tree || Kelly Clarkson,Underneath the Tree,Kelly Clarkson,4,0,0.0,0,86.0,86,18,album,False,3.83,14,2.8000000000000003,8.4,8.4,0.0,15.97,0.54,5.72
V (Peace) (feat. AKMU) || Zion.T,V (Peace) (feat. AKMU),Zion.T,4,0,0.0,0,55.5,57,36,album,False,2.48,10,2.466666666666667,3.4,7.4,0.0,6.46,0.54,2.4
VIBE (feat. Jimin of BTS) || TAEYANG,VIBE (feat. Jimin of BTS),TAEYANG,69,1,98.0,98,70.32,72,28,album,False,2.93,6,0.75,4.0,51.0,14.29,7.6,12.3,11.45
Vancouver 2 || BIG Naughty,Vancouver 2,BIG Naughty,17,0,0.0,0,49.65,60,8,single,False,3.37,1,2.425,30.0,38.8,0.0,57.03,2.89,20.68
Vancouver || BIG Naughty,Vancouver,BIG Naughty,9,1,101.0,101,58.56,59,33,single,False,3.6,2,0.475,2.4,3.8,14.29,4.56,1.45,7.67
WAY 4 LUV || PLAVE,WAY 4 LUV,PLAVE,12,1,55.0,55,59.17,61,41,single,False,3.66,6,0.8,3.0,8.8,14.29,5.7,1.99,8.21
Walk || NCT 127,Walk,NCT 127,10,0,0.0,0,62.1,66,27,album,False,3.2,11,2.1333333333333333,9.2,19.2,0.0,17.49,1.63,6.53
Warmth || Lim Young Woong,Warmth,Lim Young Woong,195,0,0.0,0,62.72,66,11,single,False,3.92,2,0.44329896907216493,14.8,86.0,0.0,28.14,35.08,18.62
Water || Tyla,Water,Tyla,2,0,0.0,0,93.0,93,42,single,False,3.34,1,0.0,0.0,0.0,0.0,0.0,0.18,0.04
We got so much || LE SSERAFIM,We got so much,LE SSERAFIM,4,0,0.0,0,68.75,70,25,single,False,2.76,5,2.6,7.8,7.8,0.0,14.83,0.54,5.33
Welcome To MY World (feat. nævis) || aespa,Welcome To MY World (feat. nævis),aespa,8,0,0.0,0,77.0,77,35,single,False,3.45,1,0.5714285714285714,2.4,4.0,0.0,4.56,1.27,1.91
Welcome to the Show || DAY6,Welcome to the Show,DAY6,97,2,76.5,141,59.68,67,22,album,False,3.62,7,1.2354166666666666,39.0,118.6,28.57,74.14,17.36,41.72
Well…? || YANGHONGWON,Well…?,YANGHONGWON,3,0,0.0,0,40.0,43,32,album,False,2.35,8,2.7,4.2,5.4,0.0,7.98,0.36,2.88
What The Hell || E SENS,What The Hell,E SENS,1,0,0.0,0,37.0,37,41,album,False,2.53,13,,,0.0,0.0,,0.0,
Whiplash || aespa,Whiplash,aespa,36,0,0.0,0,76.31,80,3,single,False,3.05,6,0.9657142857142856,10.8,33.8,0.0,20.53,6.33,8.77
Who (Acoustic Remix) || Jimin,Who (Acoustic Remix),Jimin,97,1,24.0,24,63.88,67,18,album,False,3.07,10,1.0166666666666666,8.4,97.6,14.29,15.97,17.36,15.65
Who (Beautiful Mind Remix) || Jimin,Who (Beautiful Mind Remix),Jimin,78,1,30.0,30,63.14,66,20,album,False,2.97,10,0.987012987012987,7.4,76.0,14.29,14.07,13.92,14.12
Who (Funky Remix) || Jimin,Who (Funky Remix),Jimin,82,1,29.0,29,63.2,66,23,album,False,3.14,10,1.1851851851851851,7.2,96.0,14.29,13.69,14.65,14.17
Who (Instrumental) || Jimin,Who (Instrumental),Jimin,90,1,29.0,29,62.69,66,17,album,False,2.85,10,1.1303370786516855,7.2,100.60000000000001,14.29,13.69,16.09,14.53
Who (Rock Remix) || Jimin,Who (Rock Remix),Jimin,101,2,11.0,14,64.33,68,16,album,False,2.87,10,1.178,8.4,117.8,28.57,15.97,18.08,21.54
Who (Shibuyakei Remix) || Jimin,Who (Shibuyakei Remix),Jimin,89,1,30.0,30,63.52,67,20,album,False,2.78,10,1.0363636363636364,6.8,91.2,14.29,12.93,15.91,14.22
Who || Jimin,Who,Jimin,129,0,0.0,0,92.8,95,1,album,False,2.85,7,0.075,2.4,9.6,0.0,4.56,23.15,7.38
Why? || PLAVE,Why?,PLAVE,5,0,0.0,0,54.2,55,34,single,False,2.46,1,0.8,2.0,3.2,0.0,3.8,0.72,1.51
Wife || (G)I-DLE,Wife,(G)I-DLE,38,0,0.0,0,72.26,78,20,single,False,2.02,1,1.0162162162162163,6.4,37.6,0.0,12.17,6.69,5.93
Winter Bear || V,Winter Bear,V,12,0,0.0,0,68.67,78,22,single,False,2.91,1,4.4363636363636365,40.2,48.800000000000004,0.0,76.43,1.99,27.25
With you || Jimin & HA SUNG WOON,With you,Jimin & HA SUNG WOON,22,2,110.0,201,76.05,77,20,single,False,3.37,2,1.4571428571428573,8.8,30.6,28.57,16.73,3.8,18.23
XO (Only If You Say Yes) || ENHYPEN,XO (Only If You Say Yes),ENHYPEN,5,0,0.0,0,72.2,76,40,album,False,3.14,9,1.7,3.8,6.8,0.0,7.22,0.72,2.71
"Yes or No (Feat. HUH YUNJIN of LE SSERAFIM, Crush) || GroovyRoom","Yes or No (Feat. HUH YUNJIN of LE SSERAFIM, Crush)",GroovyRoom,13,0,0.0,0,64.77,70,16,single,False,2.99,1,2.0500000000000003,13.6,24.6,0.0,25.86,2.17,9.59
"Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush) || GroovyRoom & HUH YUNJIN","Yes or No (Feat. 허윤진 of LE SSERAFIM, Crush)",GroovyRoom & HUH YUNJIN,54,0,0.0,0,73.31,75,14,single,False,2.99,1,0.2641509433962264,2.4,14.0,0.0,4.56,9.58,3.99
Yes or No || Jung Kook,Yes or No,Jung Kook,181,0,0.0,0,85.66,90,7,album,False,2.46,11,0.54,46.2,97.2,0.0,87.83,32.55,38.88
You & Me (Coachella ver.) || JENNIE,You & Me (Coachella ver.),JENNIE,3,0,0.0,0,50.0,76,4,single,False,3.0,2,22.8,44.4,45.6,0.0,84.41,0.36,29.63
You & Me || JENNIE,You & Me,JENNIE,63,2,15.5,18,80.92,83,4,single,False,2.99,2,0.29354838709677417,2.4,18.2,28.57,4.56,11.21,15.83
You Were Beautiful || DAY6,You Were Beautiful,DAY6,60,2,84.0,149,64.67,67,26,album,False,4.72,14,0.7559322033898306,5.8,44.6,28.57,11.03,10.67,17.96
Young Man || HYUKOH & 落日飛車 Sunset Rollercoaster,Young Man,HYUKOH & 落日飛車 Sunset Rollercoaster,9,0,0.0,0,47.89,55,13,single,False,4.29,1,1.9749999999999999,5.6,15.799999999999999,0.0,10.65,1.45,4.09
bye || Ariana Grande,bye,Ariana Grande,5,0,0.0,0,83.0,87,34,album,False,2.75,13,2.05,3.0,8.2,0.0,5.7,0.72,2.17
don't wanna break up again || Ariana Grande,don't wanna break up again,Ariana Grande,1,0,0.0,0,84.0,84,49,album,True,2.9,13,,,0.0,0.0,,0.0,
double take || Dhruv,double take,Dhruv,31,1,10.0,10,82.1,83,30,album,False,2.86,8,0.8933333333333333,5.6,26.8,14.29,10.65,5.42,10.8
eternal sunshine || Ariana Grande,eternal sunshine,Ariana Grande,4,0,0.0,0,77.25,85,40,album,False,3.5,13,6.2,15.4,18.6,0.0,29.28,0.54,10.38
euphoria || Kendrick Lamar,euphoria,Kendrick Lamar,3,0,0.0,0,81.0,89,42,single,True,6.39,1,7.2,12.0,14.4,0.0,22.81,0.36,8.07
greedy || Tate McRae,greedy,Tate McRae,9,0,0.0,0,94.89,96,45,single,True,2.2,1,0.625,2.0,5.0,0.0,3.8,1.45,1.69
i don't know (with HUH YUNJIN of LE SSERAFIM) || j-hope,i don't know (with HUH YUNJIN of LE SSERAFIM),j-hope,1,0,0.0,0,65.0,65,46,single,False,3.05,6,,,0.0,0.0,,0.0,
i like the way you kiss me || Artemas,i like the way you kiss me,Artemas,2,0,0.0,0,98.0,98,42,single,False,2.38,1,3.2,3.2,3.2,0.0,6.08,0.18,2.17
i wonder... (with Jung Kook of BTS) || j-hope,i wonder... (with Jung Kook of BTS),j-hope,14,0,0.0,0,77.43,81,21,single,False,2.73,6,0.8923076923076922,2.8,11.6,0.0,5.32,2.35,2.45
lock / unlock (with benny blanco & Nile Rodgers) || j-hope,lock / unlock (with benny blanco & Nile Rodgers),j-hope,1,0,0.0,0,65.0,65,49,single,False,3.03,6,,,0.0,0.0,,0.0,
luther (with sza) || Kendrick Lamar,luther (with sza),Kendrick Lamar,3,0,0.0,0,58.0,64,20,album,False,2.96,12,4.2,4.8,8.4,0.0,9.13,0.36,3.29
number one girl || ROSÉ,number one girl,ROSÉ,4,0,0.0,0,76.75,80,8,single,False,3.61,2,1.5999999999999999,2.4,4.8,0.0,4.56,0.54,1.73
plot twist || TWS,plot twist,TWS,131,1,8.0,8,75.34,78,8,single,False,2.54,5,0.4246153846153846,5.4,55.2,14.29,10.27,23.51,15.19
squabble up || Kendrick Lamar,squabble up,Kendrick Lamar,3,0,0.0,0,83.67,86,26,album,True,2.63,12,1.5,1.8,3.0,0.0,3.42,0.36,1.29
vampire || Olivia Rodrigo,vampire,Olivia Rodrigo,38,0,0.0,0,96.5,99,21,single,True,3.66,1,0.4756756756756757,2.2,17.6,0.0,4.18,6.69,3.14
wacced out murals || Kendrick Lamar,wacced out murals,Kendrick Lamar,1,0,0.0,0,81.0,81,38,album,True,5.28,12,,,0.0,0.0,,0.0,
we can't be friends (wait for your love) || Ariana Grande,we can't be friends (wait for your love),Ariana Grande,59,0,0.0,0,93.66,96,15,album,False,3.81,13,0.36896551724137927,2.4,21.4,0.0,4.56,10.49,4.22
wherever u r (ft. V of BTS) || UMI & V,wherever u r (ft. V of BTS),UMI & V,70,0,0.0,0,86.1,90,14,single,False,2.55,1,1.153623188405797,45.0,79.6,0.0,85.55,12.48,33.06
"yes, and? || Ariana Grande","yes, and?",Ariana Grande,43,1,20.0,20,92.47,97,13,single,True,3.58,1,0.7428571428571429,7.6,31.2,14.29,14.45,7.59,12.67
アイドル || YOASOBI,アイドル,YOASOBI,118,1,19.0,19,89.27,92,7,single,False,3.55,1,0.17094017094017094,1.6,20.0,14.29,3.04,21.16,12.07
地球儀 - Spinning Globe || Kenshi Yonezu,地球儀 - Spinning Globe,Kenshi Yonezu,2,0,0.0,0,76.0,76,48,single,False,4.56,1,0.0,0.0,0.0,0.0,0.0,0.18,0.04
愛を伝えたいだとか || Aimyon,愛を伝えたいだとか,Aimyon,34,0,0.0,0,69.44,70,32,album,False,3.92,11,0.28484848484848485,1.6,9.4,0.0,3.04,5.97,2.56
踊り子 || Vaundy,踊り子,Vaundy,85,0,0.0,0,70.51,71,14,album,False,3.82,35,0.3666666666666667,4.4,30.8,0.0,8.37,15.19,6.73
青い珊瑚礁 || Seiko Matsuda,青い珊瑚礁,Seiko Matsuda,11,0,0.0,0,52.82,54,30,album,False,3.67,36,0.32,0.8,3.2,0.0,1.52,1.81,0.98
녹아내려요 Melt Down || DAY6,녹아내려요 Melt Down,DAY6,2,0,0.0,0,55.0,55,30,single,False,2.76,8,0.0,0.0,0.0,0.0,0.0,0.18,0.04
"무제(無題) (Untitled, 2014) || G-DRAGON","무제(無題) (Untitled, 2014)",G-DRAGON,2,1,22.0,22,59.5,61,43,single,False,3.71,5,4.6,4.6,4.6,14.29,8.75,0.18,8.82
예뻤어 || DAY6,예뻤어,DAY6,2,0,0.0,0,49.0,49,43,album,False,4.72,14,0.0,0.0,0.0,0.0,0.0,0.18,0.04
한 페이지가 될 수 있게 || DAY6,한 페이지가 될 수 있게,DAY6,2,0,0.0,0,52.0,52,35,single,False,3.43,6,0.4,0.4,0.4,0.0,0.76,0.18,0.31
